Wed Nov  1 11:21:16 2023    result/profile_binary.txt

         514503093 function calls (514502921 primitive calls) in 553.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:522(__init__)
       22    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:132(geterr)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/twodim_base.py:234(diag)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ctypes/util.py:328(_findLib_prefix)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1259(wait)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:162(set_additional_attributes)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:262(_is_arraylike_not_scalar)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:338(header_data_from_array_1_0)
        4    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
      322    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/linalg/linalg.py:153(_realType)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1236(argmin)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/warnings.py:466(__enter__)
      240    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/einsumfunc.py:1001(_einsum_dispatcher)
       24    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/enum.py:686(__call__)
       36    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:1855(isscalar)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:67(zeros_like)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:509(_compile_info)
       76    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numerictypes.py:283(issubclass_)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:547(_set_threadpool_limits)
       15    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:2014(_wait)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/random.py:800(getrandbits)
        6    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      233    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:274(full)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2100(clip)
      104    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/arrayprint.py:993(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:243(dtype_to_descr)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:320(_num_samples)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_array_api.py:90(get_namespace)
      229    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       43    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:254(get)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:220(_get_architecture)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ctypes/__init__.py:72(CFUNCTYPE)
       63    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:164(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:136(ones)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:587(_read_array_header)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:547(__init__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:735(unwrap)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/_config.py:30(get_config)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/cluster/_kmeans.py:1335(__init__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/warnings.py:165(simplefilter)
        6    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'argmin' of 'numpy.ndarray' objects}
      7/3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:174(getwidth)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
      104    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/arrayprint.py:994(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/compat/py3k.py:49(isfileobj)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:351(set_num_threads)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:398(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/enum.py:1509(__and__)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:109(__init__)
       48    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:233(__next)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:224(__init__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/warnings.py:181(_add_filter)
       10    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:462(_has_valid_type)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/joblib/externals/loky/backend/context.py:184(_cpu_count_affinity)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:2972(__init__)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/_methods.py:90(_clip)
       24    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/enum.py:1091(__new__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:496(_check_params)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/utils.py:1027(safe_eval)
      103    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:2001(_try_wait)
       59    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/cluster/_kmeans.py:837(__init__)
      232    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ast.py:54(literal_eval)
       39    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 <frozen os>:806(fsencode)
        4    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       94    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       72    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:530(is_satisfied_by)
       35    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:172(append)
        9    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/_ufunc_config.py:426(__init__)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/base.py:348(_check_n_features)
        9    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_array_api.py:63(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:94(closegroup)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/base.py:136(<listcomp>)
       72    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       36    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:378(isfunction)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:241(_optimize_charset)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/utils.py:1151(drop_metadata)
      188    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2172(_sum_dispatcher)
       13    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/base.py:394(_check_feature_names)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/__init__.py:253(escape)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:580(__init__)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:407(_check_params)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:531(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/cluster/_kmeans.py:913(<listcomp>)
       22    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:204(_get_threading_layer)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/threadpoolctl.py:347(get_num_threads)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:588(is_satisfied_by)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:460(__init__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:268(_cleanup)
      103    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:546(__exit__)
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        5    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_array_api.py:70(asarray)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:369(_escape)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/_config.py:22(_get_threadlocal_config)
       12    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:258(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:589(<genexpr>)
       22    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:3019(<genexpr>)
       28    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:226(__init__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ast.py:33(parse)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1135(_get_devnull)
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       44    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:267(_num_features)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ctypes/__init__.py:370(_FuncPtr)
       30    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:509(callback)
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:396(_simple)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:201(magic)
        4    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:167(get_annotations)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:434(_get_literal_prefix)
       78    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:286(tell)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1120(__del__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:328(is_satisfied_by)
       13    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:160(__len__)
       14    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:249(match)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:1870(_get_feature_names)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:214(_compile_charset)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sched_getaffinity}
       19    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       15    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:446(_uniq)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/base.py:151(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.close}
       58    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:2739(name)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:568(isstring)
     10/1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ast.py:84(_convert)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/warnings.py:440(__init__)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/linalg/linalg.py:159(_commonType)
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:257(_is_arraylike)
       18    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:82(opengroup)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:73(__init__)
       30    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3508(_std_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:490(enter_context)
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:564(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/warnings.py:487(__exit__)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       36    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:2751(kind)
       15    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/multiarray.py:346(where)
        1    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
       20    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/subprocess.py:1954(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:896(_parse_flags)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:465(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:223(read_magic)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:571(_ensure_no_complex_data)
       20    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:79(groups)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:951(_read_bytes)
       15    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:2374(_array_equal_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:956(fix_flags)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:527(_push_exit_callback)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:456(_exit_wrapper)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/validation.py:581(_check_estimator_name)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:522(_push_cm_exit)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/inspect.py:755(_is_wrapper)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1232(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/linalg/linalg.py:135(_makearray)
        8    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/multiarray.py:1080(copyto)
       17    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/multiarray.py:153(concatenate)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2508(_cumsum_dispatcher)
        4    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       10    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:309(_class_escape)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:196(_check_version)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/arrayprint.py:72(<dictcomp>)
       16    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2831(_min_dispatcher)
        8    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
       10    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       19    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/index_tricks.py:30(_ix__dispatcher)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/ctypes/__init__.py:101(CFunctionType)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/numeric.py:2245(_isclose_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:282(descr_to_dtype)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/multiarray.py:669(result_type)
        6    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_compiler.py:426(_get_iscased)
        6    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1328(_searchsorted_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:262(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x560d647bd060}
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/site-packages/numpy/lib/format.py:652(<genexpr>)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:214(setstate)
        2    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/contextlib.py:454(_create_cb_wrapper)
        3    0.000    0.000    0.000    0.000 /home/zihan/miniconda3/envs/cocluster/lib/python3.11/re/_parser.py:168(__setitem__)
